湖南	430000
香港	810000
广西	450000
陕西	610000
吉林	220000
河北	130000
甘肃	620000
内蒙古	150000
新疆	650000
江西	360000
河南	410000
贵州	520000
青海	630000
安徽	340000
海南	460000
湖北	420000
福建	350000
广东	440000
重庆	500000
四川	510000
天津	120000
山西	140000
澳门	820000
西藏	540000
辽宁	210000
云南	530000
北京	110000
台湾	710000
上海	310000
浙江	330000
宁夏	640000
山东	370000
江苏	320000
黑龙江	230000
